region,altitud_msnm,marca,tipo_vehiculo,año_fabricacion,antiguedad_años,kilometraje,ultimo_mantenimiento_dias,calidad_combustible,octanaje_estimado,contaminacion_agua_ppm,temperatura_motor_c,nivel_aceite,presion_neumaticos_psi,bateria_voltaje,estado_frenos,filtro_aire,tipo_via,condicion_via,temperatura_ambiente_c,falla_vehiculo
Santa Cruz,466.0,Mazda,Minibús,2005.0,20.0,186194.0,,Normal,318.86234283055546,4.3,66.7,Bajo,29.8,,bueno,Obstruido,Urbana,Mala,21.0,0
Cochabamba,2469.0,Kia,Camión,1985.0,40.0,494561.0,95.0,Normal,,0.7,,Óptimo,21.3,12.66,Bueno,Sucio,Ruta Interdepartamental,Muy Mala,16.4,1
Santa Cruz,437.0,Suzuki,Sedán,1993.0,32.0,312583.0,132.0,Norml,87.5,4.5,89.7,optimo,31.7,13.05,Desgastado,Obstruido,Urbana,Regular,26.2,0
Potosí,4125.0,Toyota,Suv,1999.0,26.0,369882.0,32.0,Degradada,84.5,46.4,101.1,Óptimo,24.2,12.53,DESGASTADO,Sucio,Carretera Pavimentada,Muy Mala,12.1,0
La Paz,3960.0,TOYOTA,Sedán,1994.0,31.0,352977.0,47.0,Normal,84.1,2.8,79.0,Óptimo,15.2,12.77,Regular,Limpio,Urbana,Regular,6.0,0
Trinidad,350.0,Mazda,Camión,2005.0,20.0,311892.0,162.0,Contaminado,77.2,129.6,,muy bajo,29.8,12.26,Crítico,Limpio,Urbana,Buena,29.6,1
Cochabamba,2602.0,Chevrolet,Sedán,1999.0,26.0,242224.0,11.0,Degradada,74.4,86.8,97.5,Muy Bajo,34.2,12.1,REGULAR,Sucio,Urbana,,17.3,1
Sucre,2759.0,Nissan,Sedán,2019.0,6.0,69110.0,46.0,Normal,86.5,4.1,87.8,Óptimo,28.9,,Bueno,Limpio,Camino de Tierra,,22.1,0
Santa Cruz,443.0,Toyota,Sedn,1994.0,31.0,357967.0,125.0,Degragada,82.3,26.6,92.7,Bajo,31.6,,Regualr,Limpio,Carretera Pavimentada,Regular,23.3,1
Potosí,4171.0,Mitsubishi,Pick Up,2007.0,,199043.0,708.0,Contaminada,71.4,151.6,117.4,Muy Bajo,29.3,12.73,Bueno,Obstruido,Camino de Tierra,regular,5.1,1
Santa Cruz,409.0,Toyota,Minibús,2012.0,13.0,161930.0,337.0,Normal,88.3,7.9,84.2,Bajo,29.4,11.67,Regular,Obstruido,Urbana,Mala,20.3,1
La Paz,3507.0,Mazda,Camioneta 4x4,1992.0,33.0,408339.0,232.0,Normal,91.2,8.5,81.0,Bajo,22.6,12.46,DESGASTADO,Sucio,Camino de Tierra,mala,,1
Potosí,3724.0,Mitsubishi,SUV,2008.0,,196605.0,90.0,Normal,85.3,6.1,126.2,BAJO,19.1,13.33,Crítico,Limpio,Carretera Pavimentada,Mala,5.5,1
La Paz,3717.0,Kia,Minibús,1995.0,30.0,409910.0,212.0,Normal,82.8,3.2,94.9,,,,Desgastado,Obstruido,Carretera Pavimentada,Regular,-0.3,0
Santa Cruz,453.0,HUNDAI,Minibús,1988.0,37.0,505210.0,106.0,Normal,83.6,5.5,90.8,Muy Bajo,28.1,11.11,Regualr,Limpio,Camino de Tierra,regular,7.9,0
Oruro,3609.0,Mitsubishi,Camioneta 4x4,1985.0,40.0,354975.0,,Normal,86.7,,,Óptimo,,12.55,Crítico,Limpio,Carretera Pavimentada,Mala,14.9,1
Santa Cruz,570.0,Mitsubishi,Sedán,2007.0,18.0,236581.0,32.0,Degradada,,,75.4,Óptimo,29.6,12.51,Regular,Limpio,Urbana,Mala,26.7,0
Trinidad,174.0,Mitsubishi,Camioneta 4x4,1990.0,35.0,,391.0,Normal,86.1,8.0,95.8,Óptimo,24.2,12.03,Desgastad,Limpio,Carretera Pavimentada,Mala,18.2,1
Cochabamba,2538.0,Chevrolet,SEDÁN,1986.0,39.0,371963.0,118.0,Degradada,88.6,21.3,94.1,Muy Bajo,30.5,,Bueno,Limpio,Camino de Tierra,Regular,19.6,1
Sucre,2808.0,Mitsubishi,Camión,1998.0,27.0,376117.0,146.0,Degradada,74.9,,102.1,Óptimo,17.5,12.28,Bueno,Obstruido,Urbana,Regular,6.1,1
Cochabamba,2505.0,Toyota,Camioneta 4x4,1994.0,31.0,444883.0,19.0,CONTAMINADO,63.3,145.1,105.5,Óptimo,37.1,11.94,Crítico,Sucio,Urbana,Mala,7.5,0
Potosí,4002.0,Hyundai,Camioneta 4x4,2005.0,20.0,297034.0,73.0,Normal,87.7,1.3,116.0,Óptimo,35.9,12.26,Desgastado,Obstruido,Carretera Pavimentada,Mala,17.8,1
Cochabamba,2731.0,Kia,Camioneta 4x4,,38.0,,77426.03313796029,Normal,,5.1,121.4,,26.2,12.07,critico,Limpio,Carretera Pavimentada,Mala,9.7,1
Tarija,1695.0,Suzuki,Sedán,1988.0,37.0,511155.0,184.0,Normal,84.7,0.0,94.8,Muy Bajo,33.1,11.48,Bueno ,Sucio,Carretera Pavimentada,Mala,,1
Cobija,363.0,Kia,Pickup,1996.0,29.0,,,Degradada,80.1,,85.9,bajo,27.8,11.44,Crítico,Sucio,Camino de Tierra,Regular,29.9,1
Trinidad,263.0,Kia,Pickup,2062.0,26.0,296591.0,65.0,Normal,83.3,4.9,77.3,,42.3,11.14,Desgastado,Limpio,Camino de Tierra,Mala,20.5,1
Santa Cruz,439.0,Kia,Sedán,2011.0,14.0,178922.0,8.0,degradada,82.2,27.4,97.7,Óptimo,23.4,11.9,Desgastado,Limpio,Camino de Tierra,Muy Mala,13.9,0
Santa Cruz,547.0,honda,SUV,2001.0,24.0,255577.0,96880.42487013416,Norml,87.6,5.4,92.7,Óptimo,36.6,11.83,Regular,Limpo,Carretera Pavimentada,Regualr,17.8,0
Cochabamba,2565.0,Mazda,Camioneta 4x4,2015.0,10.0,96294.0,61.0,Normal,85.9,6.6,94.4,Óptimo,35.6,,Bueno,Limpo,Camino de Tierra,Mala,9.9,1
Tarija,1938.0,Mazda,suv,1991.0,34.0,419000.0,46.0,Normal,87.6,2.2,82.9,Bajo,25.2,12.45,desgastado,Obstruido,Ruta Interdepartamental,Muy Mala,21.8,1
Santa Cruz,523.0,Chevrolet,Sedán,2002.0,23.0,220929.0,97.0,Degradada,87.6,55.8,,Bajo,36.5,10.13,Desgastado,Limpio,Carretera Pavimentada,Regular,24.3,1
Cochabamba,2482.0,Nissan,Sedán,2004.0,,249453.0,27.0,Degradada,79.0,60.4,104.9,Óptimo,28.7,,Regular,Limpo,Carretera Pavimentada,Regular,,1
Trinidad,282.0,Mazda,Pickup,2007.0,18.0,,360.0,Contaminada,,,102.1,Bajo,27.0,12.43,Regular,Obstruido,Carretera Pavimentada,Mala,21.6,1
Cochabamba,2520.0,Nissan,Pickup,2022.0,3.0,43366.0,-357.6962275392081,Normal,89.0,0.0,98.4,Bajo,32.3,12.28,Regualr,,Ruta Interdepartamental,Regular,7.0,0
Tarija,,Mitsubishi,Camioneta 4x4,1998.0,27.0,351733.0,39.0,Degradada,77.3,35.4,97.5,ÓPTIMO,29.8,11.94,Desgastado,Obstruido,Ruta Interdepartamental,Regular,29.3,0
Santa Cruz,368.0,Kia,SUV,1995.0,30.0,440198.0,137.0,normal,88.4,5.8,108.1,MUY BAJO,31.6,12.01,Crítico,Limpio,Carretera Pavimentada,Mala,20.0,1
Trinidad,308.0,kia,Camión,2012.0,13.0,134136.0,90.0,Norml,89.5,1.5,100.8,Muy Bajo,27.5,12.07,Bueno,Obstruido,Camino de Tierra,Regular,18.2,1
Oruro,3718.0,Suzuki,Sedán,1989.0,36.0,497802.0,37.0,normal,91.2,4.5,113.1,Óptimo,31.0,11.94,Desgastado,scuio,Carretera Pavimentada,Mala,14.7,1
Santa Cruz,475.0,Honda,Camioneta 4x4,1986.0,39.0,429067.0,295.0,Normal,86.0,2.4,84.8,Óptimo,36.1,10.67,Crítico,Sucio,Carretera Pavimentada,Muy Mala,15.9,1
Cochabamba,2555.0,ford,Sedán,1997.0,28.0,275909.0,34.0,Normal,,,125.2,Óptimo,25.8,,DESGASTADO,Sucio,Carretera Pavimentada,Mala,15.6,1
Oruro,3465.0,Kia,SUV,1991.0,34.0,526993.0,127.0,Degradada,79.0,41.6,120.6,Bajo,32.7,,Bueno,Sucio,Carretera Pavimentada,Muy Mala,2.3,1
Santa Cruz,421.0,Kia,Pickup,1996.0,29.0,386094.0,53.0,Normal,87.5,4.9,97.9,Bajo,27.7,11.55,Regular,,Camino de Tierra,Regular,11.3,1
Sucre,,MAZDA,Minibús,2022.0,3.0,,227.0,Normal,85.1,6.5,,Óptimo,27.6,11.87,Regular,Obstruido,Urbana,Muy Mala,3.7,1
Tarija,1902.0,Honda,camion,1994.0,31.0,,,Normal,87.4,4.2,86.2,Muy Bajo,43.1,12.31,Desgastado,Limpio,Camino de Tierra,Mala,18.1,1
Potosí,3878.0,Honda,Camión,2006.0,19.0,195698.0,232.0,Degradada,87.0,56698.91167281973,,,38.7,11.57,Regular,Limpio,Carretera Pavimentada,Regular,28.5,1
Cochabamba,2379.0,Nisan,Camioneta 4x4,1991.0,34.0,511493.0,55.0,Normal,85.3,9.2,,Óptimo,27.9,13.01,Bueno,Sucio,Camino de Tierra,Regular,17.9,1
Tarija,1960.0,Ford,Camioneta 4x4,1993.0,,,1.0,,84.6,,94.7,Óptimo,28.2,11.38,Desgastad,Sucio,Camino de Tierra,Regular,16.4,1
Cochabamba,2517.0,Mazda,Camioneta 4x4,1991.0,34.0,,,Normal,,6.4,86.7,Óptimo,26.9,11.6,Crítico,Obstruido,Camino de Tierra,,22.0,0
La Paz,3666.0,Toyota,Minibús,2001.0,24.0,269493.0,,Norml,83.3,3.3,,Muy Bajo,35.1,,Regular,OBSTRUIDO,Camino de Tierra,Regular,-0.5,1
Trinidad,195.0,Hyundai,SUV,1991.0,34.0,436883.0,49.0,Degradada,80.1,,90.8,Óptimo,24.2,11.09,Desgastado,Limpio,Ruta Interdepartamental,Buena,16.6,1
Cochabamba,2557.0,Nissan,Camioneta 4x4,2006.0,19.0,298261.0,50.0,Normal,85.4,-345.52148042474914,79.7,Optimo,32.9,12.4,BUENO,Limpio,Urbana,Mala,15.3,0
Santa Cruz,349.0,Mazda,Camioneta 4x4,2005.0,20.0,224918.0,77.0,Normal,,6.7,91.6,Muy Bajo,42.9,11.4,regular,Limpio,,Buena ,24.9,0
Cochabamba,2413.0,Honda,SUV,1996.0,29.0,276318.0,41.0,Contaminada,71.3,151.4,109.6,,31.9,12.0,Desgastado,Limpio,Camino de Tierra,Regular,,0
Cochabamba,2629.0,Suzuki,Sedán,1985.0,40.0,518248.0,213.0,,68.9,,,optimo,36.2,12.27,Regular,Limpio,Carretera Pavimentada,Buena,9.1,1
Cochabamba,2468.0,Hyundai,Minibús,1985.0,40.0,409936.0,,Normal,88.5,,96.0,Óptimo,35.5,10.96,Regular,Limpio,Urbana,Regular,12.8,1
Cochabamba,2583.0,Chevrolet,Sedn,1999.0,26.0,386453.0,120.0,Degradada,80.8,64.1,119.0,Óptimo,28.7,10.87,Crítico,Sucio,Carretera Pavimentada,Buena ,25.4,1
Sucre,2872.0,Hyundai,MINIBÚS,2012.0,13.0,169988.0,77.0,degradada,80.7,46.5,89.0,Bajo,24.1,13.24,Bueno,Limpio,Carretera Pavimentada,Regular,13.0,1
Sucre,2722.0,Nissan,SUV,2002.0,23.0,241912.0,44.0,Normal,,3.2,103.0,Óptimo ,36.1,,Crítico,Limpio,Urbana,Buena,13.2,0
Cochabamba,2377.0,Kia,,,28.0,407820.0,,Normal,85.3,6.7,92.0,ÓPTIMO,36.1,12.27,regular,Sucio,Ruta Interdepartamental,Regular,3.7,0
La Paz,4004.0,Honda,SUV,9999.0,11.0,113290.0,90.0,Degradada,81.0,54.9,101.5,Óptimo,40.6,11.36,Bueno,Sucio,Carretera Pavimentada,Regular,6.9,1
Cochabamba,2479.0,Suzuki,Camioneta 4x4,1990.0,35.0,540366.0,30.0,Degradada,76.4,39.4,94.2,Óptimo,31.0,,Desgastado,,Urbana,Regular,8.7,0
La Paz,3734.0,Nissan,,1995.0,30.0,338496.0,55.0,Degradada,79.8,39.4,117.5,Muy Bajo,25.9,12.37,Regular,Sucio,Urbana,Regular,9.6,1
La Paz,3931.0,Suzuki,Camioneta 4x4,2001.0,,339387.0,5.0,Normal,,5.4,105.8,Bajo,31.6,11.63,Crítico,obstruido,Carretera Pavimentada,Regular,7.7,1
Trinidad,355.0,Honda,SUV,1993.0,32.0,,203.0,Degradada,83.0,64.1,96.0,Bajo,27.4,10.84,Regular,Obstruido,Urbana,Regular,23.2,1
Tarija,1821.0,Hyundai,Sedán,2023.0,2.0,11988.0,5.0,Normal,85.4,3.5,88.8,Óptimo ,35.2,11.93,Regular,Obstruido,Camino de Tierra,Regular,12.3,0
Tarija,1856.0,Toyota,Camioneta 4x4,1997.0,28.0,252440.0,267.0,Degradada,,24.2,94.9,Óptimo,34.7,11.47,Crítico,Sucio,Camino de Tierra,Mala,14.5,0
Cochabamba,2433.0,Nissan,CAMION,1986.0,,,6.0,Normal,87.6,0.6,,ÓPTIMO,34.3,11.23,REGULAR,Sucio,Camino de Tierra,Muy Mala,14.6,0
Santa Cruz,548.0,Kia,Camioneta 4x4,1989.0,36.0,334237.0,245.0,Degradada,77.1,25.5,102.8,Bajo,27.7,,,Obstruido,Urbana,Buena,19.5,1
Tarija,1951.0,Mazda,sedan,1999.0,26.0,320165.0,134.0,Degradada,74.5,27.2,99.7,Bajo,,11.06,Crítico,Limpio,Urbana,,7.6,1
Santa Cruz,339.0,Ford,,2000.0,25.0,,91.0,Contaminada,73.8,104.2,100.8,Óptimo,22.8,11.48,Desgastado,Sucio,Urbana,Buena,18.4,1
Cochabamba,2402.0,Mitsubishi,SUV,2022.0,3.0,36834.0,20.0,Normal,86.2,-517.1003123864815,111.7,Óptimo,,12.36,Regular,Sucio,Ruta Interdepartamental,Muy Mala,16.5,1
Trinidad,39.0,Chevrolet,Pickup,2002.0,23.0,353852.0,38.0,Normal,88.6,6.5,97.9,Bajo,27.7,11.48,,LIMPIO,Camino de Tierra,Regular,0.0,0
Santa Cruz,,Honda,Sedán,2004.0,21.0,228101.0,152.0,Normal,,8.8,,Bjo,25.3,12.34,Regular,Limpio,Carretera Pavimentada,Mala,13.6,0
Santa Cruz,434.0,Nissan,Minibús,1990.0,35.0,516468.0,93.0,Normal,,7.7,96.4,Óptimo,28.5,11.32,Crítico,Obstruido,Urbana,Regular,-2.1,1
La Paz,3672.0,Hyundai,Sedán,1987.0,38.0,471455.0,93.0,Degradada,,,127.0,Bajo,31.9,,Regular,Limpio,Ruta Interdepartamental,Regular,-8.0,1
Oruro,3583.0,Hyundai,Camión,2002.0,23.0,262406.0,18.0,Normal,,3.2,112.6,Óptimo,25.4,12.85,Desgastado,Sucio,Carretera Pavimentada,Buena,15.7,1
Potosí,3747.0,Suzuki,Sedán,2013.0,12.0,129927.0,83.0,Normal,,12.4,100.0,Bajo,25.9,,Desgastado,Sucio,Ruta Interdepartamental,MALA,10.2,1
Oruro,3850.0,Mazda,Sedán,2001.0,24.0,329214.0,115.0,Normal,86.6,0.5,110.7,Muy Bajo,32.0,12.46,Desgastado,,Urbana,Buena,11.2,1
Santa Cruz,422.0,Suzuki,SUV,1997.0,28.0,322219.0,16.0,Normal,86.5,7.7,,OPTIMO,30.3,,Crítico,Sucio,Camino de Tierra,Regular,23.9,0
La Paz,3776.0,Chevrolet,Sedán,2001.0,24.0,,,Contaminada,70.3,94.3,108.3,Óptimo,33.0,12.58,,,Camino de Tierra,Regular,5.0,1
La Paz,3582.0,Honda,Camioneta 4x4,1998.0,27.0,420929.0,230.0,Normal,87.2,7.3,,Muy Bajo,35.6,11.11,Desgastado,Sucio,Camino de Tierra,Mala,12.4,1
Oruro,3670.0,Kia,Pickup,1988.0,37.0,399462.0,49.0,Normal,87.0,90097.10069689172,,Óptimo,0.0,11.63,Regular,Sucio,,Mala,9.2,1
La Paz,3747.0,Nissan,Pickup,1918.0,18.0,173926.0,107.0,Normal,,5.6,81.5,,35.5,12.43,Regular,Obstruido,Camino de Tierra,Regular,1.6,0
Oruro,3816.0,Suzuki,Sedán,1999.0,,312244.0,106.0,Normal,83.2,8.2,88.2,,33.6,11.84,Bueno,,Urbana,Mala,-0.8,0
Santa Cruz,536.0,Chevrolet,Minibús,1996.0,29.0,350705.0,14.0,Normal,89.3,15.0,88.4,Bajo,15.5,12.04,Desgastado,Obstruido,Urbana,Regular,23.9,0
Sucre,2766.0,,Minibús,2000.0,25.0,284090.0,74.0,Contaminada,71.4,79.5,107.5,Óptimo,26.7,11.29,Bueno,Limpio,Urbana,Regular,6.3,1
La Paz,3732.0,chevrolet,Camioneta 4x4,1991.0,34.0,526751.0,30.0,Degragada,81.4,61.1,,Óptimo,23.8,12.35,Bueno,Limpio,Carretera Pavimentada,Mala,13.0,0
Cochabamba,2724.0,KIA,Pickup,1996.0,29.0,415364.0,52.0,CONTAMINADO,0.0,,100.5,Bajo,30.7,11.15,Crítico,Sucio,Carretera Pavimentada,mala,,1
Cochabamba,2542.0,,SUV,2003.0,22.0,342072.0,374.0,Normal,83.8,0.7,74.8,Muy Bajo,29.1,,Regular,Sucio,Ruta Interdepartamental,Regular,6.0,0
La Paz,,,SUV,1991.0,34.0,383893.0,,Normal,94.6,,117.5,Muy Bajo,35.4,12.48,Regualr,Sucio,Camino de Tierra,Regular,7.9,1
Tarija,2067.0,Nissan,Camioneta 4x4,2008.0,17.0,184661.0,9.0,,87.4,4.5,384.99050885409144,Óptimo,22.4,13.04,,obstruido,Urbana,Mala,14.9,0
Santa Cruz,318.0,mitsubishi,camioneta4x4,,26.0,311023.0,145.0,Normal,82.3,7.0,97.4,Muy Bajo,24.1,12.18,Regular,LIMPIO,,Regular,18.2,1
Santa Cruz,510.0,,Camioneta 4x4,2013.0,12.0,149939.0,730.0,Degradada,79.6,48.6,62.8,Muy Bajo,28.2,12.06,Regular,Limpio,Urbana,Regular,,1
Santa Cruz,407.0,Hyundai,Camioneta 4x4,2012.0,13.0,194025.0,23.0,Normal,85.8,,108.3,Óptimo,,11.46,Regular,Obstruido,Ruta Interdepartamental,Regular,20.8,1
La Paz,3364.0,SUZUKI,Sedan,1998.0,27.0,402077.0,149.0,Normal,86.5,2.4,98.7,Óptimo,29.0,11.21,Regular,Obstruido,Urbana,Regular,8.7,0
Trinidad,406.0,Honda,Sedán,1990.0,35.0,434058.0,226.0,,82.1,,108.1,Muy bajo,34.1,11.49,DESGASTADO,Sucio,Carretera Pavimentada,Regular,15.9,1
,2.0,Hyundai,Sedán,2007.0,18.0,193696.0,241.0,Normal,87.1,5.7,99.9,Bajo,30.1,11.83,Desgastado,,Urbana,Mala,,1
Santa Cruz,118.0,Chevrolet,Sedán,1996.0,,334759.0,159.0,Normal,84.4,9.9,84.3,muy_bajo,,10.31,,Obstruido,Urbana,Regular,16.6,1
La Paz,3719.0,Kia,Camioneta 4x4,2002.0,23.0,325476.0,312.0,DEGRADADA,85.9,,106.2,Bajo,32.0,12.31,Regular,Sucio,Urbana,Regular,17.6,1
Trinidad,316.0,Honda,Camioneta 4x4,1987.0,38.0,501074.0,4.0,Degradada,79.6,,,Óptimo,20.1,10.5,REGULAR,Sucio,Urbana,Muy Mala,8.0,1
Santa Cruz,320.0,Toyota,Camioneta 4x4,2003.0,22.0,271629.0,8.0,DEGRADADA,82.9,45.6,70.9,Óptimo,33.5,11.08,,Sucio,Ruta Interdepartamental,mala,24.8,1
Santa Cruz,438.0,Kia,Minibús,1995.0,30.0,323217.0,18.0,Normal,,8.7,104.8,bjo,29.5,11.51,Regular,obstruido,Camino de Tierra,Mala,16.1,1
La Paz,3260.0,Hyundai,Camioneta 4x4,1994.0,31.0,455694.0,,Normal,,2.0,85.3,Bajo,33.9,12.05,Bueno,Limpio,Camino de Tierra,Muy Mala,12.6,1
Santa Cruz,522.0,Kia,Pickup,2021.0,4.0,61439.0,16.0,Normal,87.5,8.1,79.5,Bajo,39.7,,Bueno,Limpio,Camino de Tierra,Regular,27.9,0
Trinidad,274.0,Ford,Minibús,1997.0,28.0,280671.0,220.0,Normal,90.3,,78.6,Bajo,37.5,11.91,Crítico,Limpio,Urbana,Buena,21.7,1
Tarija,1859.0,Ford,SUV,,20.0,238106.0,294.0,Degradada,77.5,42.6,123.1,MuyBajo,30.5,11.33,Regular,Sucio,Ruta Interdepartamental,Regualr,15.3,1
Sucre,2813.0,FORD,Pickup,2003.0,22.0,,53.0,Normal,,1.8,101.0,Óptimo,34.1,12.02,Bueno,Limpio,,Mala,,0
Trinidad,311.0,Toyota,Sedán,1987.0,38.0,454982.0,,Normal,,3.1,70.2,Bajo,27.1,12.62,,Limpio,Urbana,mala,11.1,0
Cochabamba,2554.0,Onda,Camioneta 4x4,2008.0,17.0,191603.0,70.0,Contaminada,72.5,111.2,88.7,Óptimo,24.2,,,Limpio,Camino de Tierra,,25.7,1
Sucre,2529.0,Ford,Camioneta 4x4,,31.0,434892.0,24.0,Normal,,6.8,90.6,Óptimo,25.9,12.33,Desgastado,Limpio,Urbana,Mala,8.7,0
Cochabamba,2887.0,Hyundai,Camioneta 4x4,2009.0,16.0,148023.0,148.0,Degradada,,50.5,99.3,Bajo,,10.69,BUENO,LIMPIO,Carretera Pavimentada,Regular,13.6,1
Trinidad,417.0,hyundai,Sedán,2002.0,23.0,289752.0,70.0,Normal,86.8,3.9,83.2,Óptimo,27.9,12.12,Desgastado,obstruido,Carretera Pavimentada,Mala,18.4,1
La Paz,3447.0,,S.U.V,1993.0,32.0,354359.0,2.0,Degradada,84.3,53.9,84.0,Óptimo,31.0,12.45,Desgastado,Limpio,Camino de Tierra,MALA,12.8,1
Cochabamba,2506.0,Suzuki,Sedán,1994.0,31.0,,440.0,Normal,86.4,6.5,115.6,Muy Bajo,30.6,12.22,Crítico,SUCIO,Urbana,Mala,,1
Santa Cruz,,Mazda,Pickup,2007.0,18.0,220781.0,118.0,Normal,92.1,-842.9305654843832,90.2,Óptimo,43.3,-4.557777689921522,Bueno,Sucio,Ruta Interdepartamental,Regualr,15.5,1
Santa Cruz,578.0,Chevrolet,SUV,2000.0,25.0,263506.0,123.0,,81.6,39.2,90.6,Óptimo,23.4,11.43,,Sucio,Camino de Tierra,Muy Mala,8.5,0
Sucre,,TOYATA,Minibús,2005.0,20.0,214192.0,,,79.3,39.9,117.0,Óptimo,30.1,,Crítico,Limpio,Ruta Interdepartamental,Buena,18.2,1
Santa Cruz,,Kia,Sedán,1989.0,36.0,450133.0,233.0,Degradada,85.9,75.5,116.3,Bajo,33.8,12.5,,Limpio,Urbana,Muy Mala,2.6,1
Trinidad,0.0,Suzuki,MiniBus,2009.0,16.0,242473.0,58.0,Degradada,85.2,,89.1,Óptimo,32.4,12.07,Regular,Obstruido,Carretera Pavimentada,Mala,20.2,0
La Paz,3597.0,Kia,Camioneta 4x4,1993.0,32.0,448302.0,5.0,normal,82.9,8.3,88.8,Óptimo ,29.4,13.08,Desgastado,Limpio,Carretera Pavimentada,Mala,-7.9,1
Cochabamba,2487.0,Kia,Camioneta 4x4,2003.0,22.0,240343.0,,Degradada,79.8,33.8,97.8,Óptimo,28.1,11.27,Critico,Sucio,Carretera Pavimentada,Muy Mala,3.2,1
La Paz,3652.0,Mazda,SUV,1988.0,37.0,441138.0,56.0,Normal,88.5,3.7,-42.10685420174675,Óptimo,35.9,11.99,Desgastado,SUCIO,Urbana,Regular,26.2,1
Potosí,3876.0,Mitsubishi,Camioneta 4x4,1993.0,32.0,369318.0,419.0,Normal,89.2,6.4,92.4,Bajo,25.2,11.7,,Limpio,Urbana,MuyMala,-4.4,1
Sucre,2697.0,Mazda,Camioneta 4x4,2004.0,21.0,207653.0,285.0,,88.8,7.0,86.0,Bajo,31.9,10.97,Desgastado,Obstruido,Ruta Interdepartamental,Regular,11.7,1
Santa Cruz,509.0,Toyota,SUV,1992.0,33.0,341680.0,2.0,NORML,86.5,6.0,,Muy Bajo,26.9,11.96,Crítico,sucio,Ruta Interdepartamental,Buena,12.0,0
Santa Cruz,484.0,Mitsubishi,Sedán,2014.0,11.0,113036.0,566.0,Normal,86.1,7.1,89.7,Bajo,27.4,12.19,Regular,Sucio,Camino de Tierra,REGULAR,24.2,0
La Paz,3723.0,Ford,Minibús,2004.0,21.0,256220.0,38.0,Degradada,79.6,54.7,104.5,Óptimo,28.4,11.28,Desgastado,Limpio,Urbana,Muy Mala,7.0,1
La Paz,3613.0,Toyota,Minibús,2013.0,12.0,172012.0,194.0,Normal,,6.9,102.2,Óptimo,30.1,11.12,Regular,Limpio,,,23.9,1
Sucre,2724.0,Honda,camioneta4x4,1996.0,29.0,370478.0,16.0,,82.9,3.4,97.7,Bajo,28.8,12.06,Desgastado,Limpio,Carretera Pavimentada,Mala,4.1,0
Sucre,2792.0,Hyundai,SUV,,40.0,640398.0,32.0,CONTAMINADO,74.6,110.7,94.6,,31.5,11.71,Bueno,Obstruido,Carretera Pavimentada,mla,1.8,0
Oruro,3781.0,Ford,PICKUP,2001.0,24.0,229310.0,91.0,Degradada,82.3,45.1,97.0,Bajo,34.2,12.07,Regular,,Camino de Tierra,Regular,7.3,1
Santa Cruz,89.0,Chevrolet,Camioneta 4X4,1994.0,31.0,-8235.156957946952,158.0,Contaminada,80.8,153.9,79.1,Bajo,33.4,12.6,regular,Obstruido,Urbana,Mala,7.4,1
Santa Cruz,475.0,Mitsubishi,,1997.0,28.0,344371.0,55.0,Normal,85.2,7.1,90.0,Óptimo,31.4,12.08,Desgastado,Obstruido,Carretera Pavimentada,Mala,12.0,0
Cochabamba,2604.0,Hyundai,Minibús,,,213361.0,268.0,Normal,88.1,5.3,96.3,Bajo,31.1,11.6,Desgastado,SUCIO,Carretera Pavimentada,Mala,7.8,1
Santa Cruz,425.0,nissan,Camión,2006.0,19.0,295808.0,366.0,Degradada,79.0,,87.6,Bajo,,13.92,Regular,Sucio,Urbana,,26.9,1
Cochabamba,2536.0,Nissan,Camión,1985.0,40.0,3637398.9206066383,16.0,Normal,86.6,1.8,105.5,Óptimo,31.1,,desgastado,obstruido,Urbana,Mala,4.3,0
Santa Cruz,31.0,Mitsubishi,Camioneta 4x4,2008.0,17.0,194998.0,,Normal,85.1,,87.6,Bajo,32.2,12.02,Bueno,Sucio,Urbana,Regular,26.8,0
Cochabamba,2492.0,Mitsubisi,Sedán,1998.0,27.0,289055.0,18.0,Normal,87.1,,100.3,muy_bajo,23.3,12.07,Regular,Limpio,Carretera Pavimentada,Regular,15.9,0
La Paz,3908.0,Toyota,Pickup,2000.0,25.0,271374.0,54.0,Contaminada,78.9,146.5,101.8,Óptimo,24.2,10.47,Desgastado,Limpio,Carretera Pavimentada,Muy Mala,2.1,1
Santa Cruz,418.0,Suzuki,,1993.0,32.0,519044.0,,Normal,85.7,,94.2,Bajo,31.4,12.35,Desgastado,Limpio,Carretera Pavimentada,Mala,15.4,1
Cochabamba,,Honda,Minibús,1996.0,29.0,316818.0,53.0,Normal,,8.7,86.0,Bajo,32.9,11.7,desgastado,Limpio,Ruta Interdepartamental,mala,9.0,0
Santa Cruz,419.0,Honda,SUV,2006.0,19.0,3569177.4849156067,309.0,Degradada,,79.8,80.0,Muy Bajo,21.7,,Bueno,SUCIO,,Mala,18.5,1
Cochabamba,2611.0,Nissan,Camioneta 4x4,2009.0,16.0,185497.0,68.0,Degradada,74.1,57.5,110.7,Óptimo,32.8,,,Limpo,Urbana,Muy Mala,3.8,1
La Paz,3739.0,Mitsubishi,Minibús,,30.0,328465.0,48.0,Degradad,79.4,31.0,106.2,Óptimo,,12.29,Crítico,Limpio,Urbana,Mala,6.5,1
